ddb_g	bio1.hr00	bio1.hr04	bio1.hr08	bio1.hr12	bio1.hr16	bio1.hr20	bio1.hr24	bio2.hr00	bio2.hr04	bio2.hr08	bio2.hr12	bio2.hr16	bio2.hr20	bio2.hr24	bio2.prespore	bio2.prestalk	bio4.prespore	bio4.prestalk
DDB_G0267296	0	7.72183692845787	0	0	6.08422515743812	0	6.37779769441934	0	7.09009026934401	0	0	0	0	0	0	0	0	0
DDB_G0267298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267300	0	12.2814156093145	0	0	0	22.4913470676499	20.2875002108946	77.7557381153692	22.5532722620601	0	6.32921160644009	0	0	0	0	0	0	0
DDB_G0267302	0	0	0	0	18.8160131078389	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267304	3.78387676389345	12.4794541632421	4.18995744257641	0	0	7.61800712363679	10.3073186765460	0	9.54872713031135	0	0	0	4.7644322547135	4.24599611314224	0	0	0	0
DDB_G0267306	4.01712770326577	0	13.3447216981448	5.71049628006146	3.47966665707598	8.08760680370273	3.64756553358582	5.59199797786498	8.10987432828122	0	4.55181049817551	2.66957685594772	0	4.50773364947325	0	0	0	0
DDB_G0267308	0	0	51.9554525985291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267310	219.938184190403	120.894903103144	121.770830454729	26.0541916894527	31.7520221194781	36.8997802709931	33.2841024496255	51.027084196177	240.50894436567	77.4672915818056	83.0707087001215	48.7198756279303	23.0777551742472	41.1331522965665	0	0	0	0
DDB_G0267314	0	26.8655340229208	27.0601845454954	17.3694611263018	0	24.5998535139954	0	34.0180561307847	49.3351680750092	25.8224305272684	0	113.679709798504	15.3851701161648	0	0	0	0	0
DDB_G0267316	0	0	0	0	30.7897939594608	0	0	0	17.9400345071220	0	0	23.621722841304	0	0	0	0	0	0
DDB_G0267318	0	10.8364778074601	0	0	0	0	0	0	4.97495651413473	0	0	0	0	0	0	0	0	0
DDB_G0267320	0	0	0	6.3643803246254	0	0	0	0	0	0	0	5.95051693716756	0	5.02389458645276	0	0	0	0
DDB_G0267344	1.15909159946877	0	0	0	0	0	2.10491818074593	0	0	0	0	0	1.45945910695943	0.650324882813598	0	0	0	0
DDB_G0267346	0	0	0	0	6.69565043583181	3.89058732895647	3.50936255704472	0	0	0	1.09483662335717	0	1.21662000697964	0	0	0	0	0
DDB_G0267348	0	0	0	3.82447022237747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267350	0	0	0	4.06700063151872	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267370	0	38.4938713720083	0	0	0	0	0	24.3711268852308	0	55.4989146157249	0	0	11.0222033737136	0	0	0.740452993249837	2.68023881980475	2.53146765919195
DDB_G0267374	330.443710881191	1000.18417396552	1107.22355106154	947.610015788093	468.381048240497	264.958422238547	284.457304837774	645.181474324344	1556.58471760566	1289.35804330303	1006.57385566391	438.24122272148	326.015507242049	231.148250954363	300.909669936303	841.895053325064	85.767642233752	392.377487174752
DDB_G0267376	47.8440109277872	220.138588695928	335.226451505865	288.904588506793	333.865006060509	244.545278219325	201.670680903348	44.4961731829785	204.105959137402	319.675020551928	323.286295392416	337.544315339487	258.756382914649	198.781227720013	1998.6094969418	1071.43548123251	817.472840040449	182.26567146182
DDB_G0267378	2.79952843838347	4.61650695906265	209.247985067217	3023.52669377723	5752.0356871036	11581.0587177064	6066.43833723718	1.94852622605064	1.41293888885347	242.570357257541	2119.78778889921	4293.85602751573	8415.05498636766	6690.46216666148	6685.07428885517	82.1902822507319	10841.5660261102	1070.81081983819
DDB_G0267380	2479.44236505191	4969.30574914237	1241.91180340698	1902.40187587423	896.705596769553	720.766694191273	863.951521318623	5758.13244629181	5283.30227653595	911.407171046468	1640.90928651119	1018.87948775709	1007.52864715580	957.592192625192	187.051956987432	1997.74217578806	667.379466131383	486.041790564854
DDB_G0267382	6680.60938378442	12028.7103886455	4285.65905805243	2645.66120260784	860.506859184723	748.68884727464	933.049653029107	11788.6036013493	10423.8438298028	5081.95265433781	2731.72038142995	1210.32097049280	1180.81027208318	1078.86329034895	317.175057500428	5693.343065098	127.311343940726	967.020645811325
DDB_G0267384	11.8173841334142	183.010445831373	142.803833699467	99.697526395283	75.6596698443972	38.7908392212312	53.651123696096	37.9071168574662	282.396878303791	127.042305393493	105.666830605304	68.6303738658049	53.3730028945655	41.7997931015066	93.5259784937159	153.273769602716	46.9041793465831	60.7552238206068
DDB_G0267386	3037.17757172297	374.272968828109	390.104829607115	740.537157598372	723.220671567432	964.515111007549	702.17279170448	1925.357378915	284.649579630227	606.802334258423	847.155224237024	911.80180779673	1359.61681525070	1235.60376365608	500.160667596829	2988.46828075634	631.196242064019	544.265546726269
DDB_G0267388	38.2854837088311	5.3730994986581	27.0601477511946	50.3713687751748	33.1631780098357	17.2198740455409	31.8047657617536	24.9465405755278	8.63364267376554	31.847621013027	54.4573905453444	38.4345162906334	31.2831366998065	26.0509610324055	71.1610705930447	65.1598634059856	6.70059704951188	5.0629353183839
DDB_G0267390	2431.34856338132	7276.14813567271	2137.33471906172	815.66522161998	390.068007704571	159.023129364290	84.0861153276864	1531.75970101275	7030.02914383942	1650.07654417639	592.553640336032	518.873981310842	256.070083407409	185.417469087408	97.592325384747	99.961154088728	68.3460899050212	37.9720148878792
DDB_G0267392	1.96592306489859	46.1065460312475	37.7329912808875	34.4671363550762	67.5482696351602	34.3022811464609	29.1560582089052	10.0343516372616	92.937305761702	26.3128476873939	38.2402768163602	30.048385650845	31.7672898315569	23.8985324599983	8.13269378206225	42.2058206152407	44.2239405267784	126.573382959597
DDB_G0267394	111.233104648020	538.051798638361	494.921444238993	587.926311778545	458.980954223629	684.045581851239	729.036616413864	723.528862809238	639.996214821327	536.394212056088	480.09140614277	538.942624187588	799.60442755461	745.502925761218	599.786166427091	582.736505687622	168.855045647699	210.111815712932
DDB_G0267396	0.493272805499714	3.25368702540591	30.5877708839165	77.1326181746423	126.47389329752	36.7445800391455	23.2904554893107	2.05996478178754	4.48123968403881	35.4433756571706	115.139126032471	104.241603572336	39.4398333330841	27.3990169355874	67.0947237020136	10.3663419054977	62.9856122654117	7.59440297757585
DDB_G0267398	151.378520545563	7374.46916464424	623.625817475064	716.960684355027	528.851042609591	189.938036833484	269.041526310752	131.827829014849	4341.49674029220	654.989798014287	582.867032524834	771.890045887723	309.848996386425	351.80811011034	93.5259784937159	1017.38241272528	85.767642233752	574.643158636573
