ddb_g	bio1.hr00	bio1.hr04	bio1.hr08	bio1.hr12	bio1.hr16	bio1.hr20	bio1.hr24	bio2.hr00	bio2.hr04	bio2.hr08	bio2.hr12	bio2.hr16	bio2.hr20	bio2.hr24	bio2.prespore	bio2.prestalk	bio4.prespore	bio4.prestalk
cox1%2F2	22407	64846	86888	22692	51272	24804	14778	25787	122972	47162	76046	52699	37913	15926	6880	10206	20207	410
DDB_G0267178	0	0	0	0	0	0	0	2	2	1	0	0	1	0	0	0	0	0
DDB_G0267180	1	0	0	1	1	0	2	3	2	0	1	0	0	1	0	0	0	0
DDB_G0267182	4	5	1	2	1	2	5	3	9	0	2	1	4	2	0	0	0	0
DDB_G0267184	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
DDB_G0267186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267188	1	1	1	0	0	2	2	0	0	0	0	1	1	2	0	0	0	0
DDB_G0267190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267192	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267194	4	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0
DDB_G0267196	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
DDB_G0267198	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
DDB_G0267200	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0
DDB_G0267202	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267206	0	4	0	1	1	3	3	1	4	1	2	1	1	10	0	0	0	0
DDB_G0267208	0	5	0	0	0	0	0	4	2	0	1	0	1	4	0	0	0	0
DDB_G0267210	1	7	2	1	1	1	1	4	6	0	1	1	0	5	0	0	0	0
DDB_G0267212	0	0	1	3	0	3	3	0	1	1	0	1	2	1	0	0	0	0
DDB_G0267214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267216	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDB_G0267218	0	0	1	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0
DDB_G0267220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267222	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
DDB_G0267224	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDB_G0267226	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
DDB_G0267228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267232	2	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267234	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
DDB_G0267236	0	3	0	0	1	0	0	4	3	0	0	0	0	4	0	0	0	0
DDB_G0267238	1	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
DDB_G0267240	0	2	3	0	1	0	3	1	1	1	1	1	2	0	0	0	0	0
DDB_G0267242	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267244	0	3	0	1	1	1	3	0	2	0	0	1	2	2	0	0	0	0
DDB_G0267246	0	3	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0
DDB_G0267248	0	1	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
DDB_G0267250	0	0	2	1	0	1	1	0	0	0	0	2	1	0	0	0	14	0
DDB_G0267252	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
DDB_G0267254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267258	2	5	1	2	1	4	5	2	8	0	1	0	5	6	0	0	0	0
DDB_G0267260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267262	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DDB_G0267264	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
DDB_G0267272	0	0	1	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0
DDB_G0267274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267278	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267282	1	1	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0
DDB_G0267284	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267292	0	0	3	2	3	11	5	1	5	1	0	0	3	4	0	0	0	0
DDB_G0267294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267296	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0
DDB_G0267298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267300	0	1	0	0	0	2	2	5	4	0	1	0	0	0	0	0	0	0
DDB_G0267302	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267304	1	3	1	0	0	2	3	0	5	0	0	0	2	2	0	0	0	0
DDB_G0267306	1	0	3	2	1	2	1	1	4	0	2	1	0	2	0	0	0	0
DDB_G0267308	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267310	6	3	3	1	1	1	1	1	13	2	4	2	1	2	0	0	0	0
DDB_G0267312	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DDB_G0267314	0	1	1	1	0	1	0	1	4	1	0	7	1	0	0	0	0	0
DDB_G0267316	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
DDB_G0267318	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDB_G0267320	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
DDB_G0267322	0	0	0	0	0	0	2	1	2	0	0	0	1	2	0	0	0	0
DDB_G0267324	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DDB_G0267328	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
DDB_G0267330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267342	0	2	1	0	0	0	1	0	2	0	2	0	1	2	0	0	0	0
DDB_G0267344	1	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0
DDB_G0267346	0	0	0	0	4	2	2	0	0	0	1	0	1	0	0	0	0	0
DDB_G0267348	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267350	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267352	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DDB_G0267354	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
DDB_G0267356	12	26	24	23	7	17	14	16	35	11	23	9	12	17	0	0	0	1
DDB_G0267358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267366	0	1	1	4	6	5	2	0	3	1	0	1	2	1	0	0	0	0
DDB_G0267368	103	30	10	18	5	2	7	30	24	12	8	7	12	12	0	0	0	0
DDB_G0267370	0	2	0	0	0	0	0	1	0	3	0	0	1	0	0	1	2	1
DDB_G0267372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267374	231	636	699	932	378	184	219	324	2156	853	1242	461	362	288	148	1137	64	155
DDB_G0267376	232	971	1468	1971	1869	1178	1077	155	1961	1467	2767	2463	1993	1718	983	1447	610	72
DDB_G0267378	2	3	135	3039	4744	8219	4773	1	2	164	2673	4616	9549	8519	3288	111	8090	423
DDB_G0267380	2843	5183	1286	3069	1187	821	1091	4743	12003	989	3321	1758	1835	1957	92	2698	498	192
DDB_G0267382	7626	12490	4418	4249	1134	849	1173	9667	23576	5490	5504	2079	2141	2195	156	7689	95	382
DDB_G0267384	23	324	251	273	170	75	115	53	1089	234	363	201	165	145	46	207	35	24
DDB_G0267386	3845	431	446	1319	1057	1213	979	1751	714	727	1893	1737	2734	2788	246	4036	471	215
DDB_G0267388	47	6	30	87	47	21	43	22	21	37	118	71	61	57	35	88	5	2
DDB_G0267390	1339	3645	1063	632	248	87	51	606	7671	860	576	430	224	182	48	135	51	15
DDB_G0267392	3	64	52	74	119	52	49	11	281	38	103	69	77	65	4	57	33	50
DDB_G0267394	55	242	221	409	262	336	397	257	627	251	419	401	628	657	295	787	126	83
DDB_G0267396	1	6	56	220	296	74	52	3	18	68	412	318	127	99	33	14	47	3
DDB_G0267398	211	9350	785	1406	851	263	413	132	11990	864	1434	1619	686	874	46	1374	64	227
DDB_G0267400	2045	7232	5476	6078	5151	5118	3261	3269	25310	5718	7216	6044	4725	4226	3778	6371	2639	794
DDB_G0267402	9409	2285	4105	8014	4569	4315	4690	2266	6018	6144	9342	9709	10389	9890	5720	4515	1996	2950
DDB_G0267404	15	74	200	291	188	45	87	25	155	281	441	299	109	101	81	428	44	19
DDB_G0267406	175	234	1107	1358	989	430	590	236	764	1283	1836	1195	873	855	447	902	884	454
DDB_G0267408	163	1168	406	302	233	72	68	283	4661	400	402	369	208	119	108	128	245	30
DDB_G0267410	65	104	125	215	164	72	67	97	258	126	256	89	68	68	61	313	3	23
DDB_G0267412	10	105	16567	54931	24197	9031	7374	13	168	14702	46506	59839	30292	19133	48336	1228	59098	1903
DDB_G0267414	130	181	93	82	64	11	11	110	335	106	127	89	30	37	18	60	72	5
DDB_G0267416	27	91	100	213	143	224	279	17	132	139	280	203	470	469	50	191	121	31
DDB_G0267418	21735	5960	476	919	1424	8243	16835	12495	8990	541	1652	2548	12351	42507	9573	47494	2229	919
DDB_G0267420	1299	2718	2277	4287	2960	3232	3622	1582	6864	2873	5365	5957	6447	8357	3177	1703	11784	671
DDB_G0267422	247	341	374	561	2183	1656	1627	81	703	264	960	1330	1754	1737	761	592	661	62
DDB_G0267424	252	184	540	1075	457	281	575	160	414	592	1008	725	777	1012	163	810	699	1051
DDB_G0267426	1483	2025	1965	3263	2580	1796	1336	1830	6225	3107	4058	4002	3834	3024	1079	1979	14881	1909
DDB_G0267428	48	22	197	409	493	498	574	19	68	146	391	288	575	596	122	130	36	19
DDB_G0267430	9	16	77	148	91	31	46	12	42	80	185	84	41	60	9	49	85	39
DDB_G0267432	71	88	88	66	52	42	95	79	208	57	133	56	91	112	2	42	12	8
DDB_G0267434	0	0	0	3	3	0	1	0	0	0	1	0	0	0	0	0	0	0
DDB_G0267436	139	106	353	707	705	391	491	203	369	445	1054	936	773	751	901	2261	193	278
DDB_G0267438	101	445	327	706	138	123	132	78	2348	250	1112	225	336	260	14	719	26	17
DDB_G0267440	6	8	50	144	124	110	162	9	39	53	263	158	182	137	18	541	36	132
DDB_G0267442	67	93	99	205	157	168	138	27	291	115	259	224	301	259	66	100	390	92
DDB_G0267444	580	972	1276	1835	982	582	733	379	2841	1975	2207	1672	1431	1372	458	2859	732	411
DDB_G0267446	32	257	247	305	261	100	149	11	795	132	396	193	129	121	52	282	29	195
DDB_G0267448	57	23	36	60	41	33	40	62	91	27	110	36	62	45	7	186	24	46
DDB_G0267450	678	392	417	643	283	264	528	326	986	464	724	484	588	708	210	1182	39	49
DDB_G0267452	3754	2663	1870	2847	1555	1061	1379	1025	4842	2439	2721	2778	2804	3204	369	1997	344	151
DDB_G0267454	38275	6633	1801	3670	1476	882	1227	18342	11187	1732	3737	2327	2418	2316	297	12341	1342	1220
DDB_G0267456	297	3483	3948	2397	3356	264	116	232	15437	4213	3335	2110	456	176	828	875	2637	163
DDB_G0267458	582	600	324	318	269	262	303	511	1313	405	449	428	520	638	72	117	731	42
DDB_G0267460	119	83	122	122	40	30	43	150	269	99	137	68	61	139	102	205	6	126
DDB_G0267462	23	44	164	328	285	131	175	28	109	150	464	333	227	183	59	151	131	41
DDB_G0267464	80	20	95	153	132	54	50	38	45	92	231	173	100	73	48	106	100	85
DDB_G0267466	0	0	15	18	1	2	3	0	1	6	10	6	2	2	0	2	0	0
DDB_G0267468	158	43	40	91	82	59	44	134	107	26	88	75	71	65	2	38	10	6
DDB_G0267470	204	5929	3334	2545	848	691	460	241	19624	2551	2676	842	891	680	91	891	16	57
DDB_G0267472	516	2403	1319	1403	1508	608	512	267	4595	1451	2011	1609	949	921	154	817	324	26
DDB_G0267474	4	3	14	14	32	2370	5497	6	5	4	21	36	3001	10563	1	4	5	0
DDB_G0267476	5	5	146	423	1169	3429	9557	1	23	112	492	1794	6625	17525	193	1936	1081	11439
DDB_G0267478	131	169	165	189	223	217	221	154	747	212	261	254	334	338	18	35	286	23
DDB_G0267480	68	121	226	351	525	126	99	46	368	196	584	511	222	135	62	152	148	13
DDB_G0267482	9	5	8	16	37	14	18	5	6	9	25	27	24	17	99	18	151	20
DDB_G0267484	19	38	54	42	24	5	12	20	107	62	55	37	25	19	29	19	552	17
DDB_G0267486	0	1	10	34	18	9	15	1	3	9	36	27	14	14	29	21	26	4
DDB_G0267488	11	8	15	22	12	9	6	5	23	10	36	31	10	7	3	19	4	1
DDB_G0267490	18	414	88	67	25	17	16	24	1150	102	98	43	39	24	4	125	6	1
DDB_G0267492	796	401	203	303	179	84	111	291	1126	243	369	284	177	180	81	480	47	7
DDB_G0267494	0	1	4	3	9	5	3	0	8	4	3	7	1	3	13	6	2	1
DDB_G0267496	514	165	296	280	255	202	226	329	432	333	642	316	280	381	282	1149	170	89
DDB_G0267498	3	33	56	88	48	25	27	6	68	49	96	58	27	34	28	50	12	13
DDB_G0267500	32	21	45	265	301	287	326	28	57	54	466	355	472	508	53	280	338	378
DDB_G0267502	68	49	127	181	90	22	28	59	180	198	269	108	43	56	17	70	22	5
DDB_G0267504	76	43	216	443	462	180	186	56	85	282	523	533	429	384	68	225	1470	747
DDB_G0267506	0	0	0	2	21	34	235	1	1	1	3	14	33	206	0	7	1	4
DDB_G0267508	41	165	165	186	61	32	33	131	408	180	180	119	98	92	21	93	34	31
DDB_G0267510	0	0	1	6	23	4	4	0	2	3	10	12	2	2	32	3	0	0
DDB_G0267512	17	34	29	38	14	18	14	28	97	24	27	20	28	19	9	63	31	11
DDB_G0267514	883	967	1169	2138	1647	1172	1280	343	2128	1222	2780	2493	2430	2182	607	1485	452	59
DDB_G0267516	42	91	210	226	258	87	92	35	210	208	354	277	136	118	73	131	263	65
DDB_G0267518	0	0	0	0	2	0	0	0	1	1	0	0	0	0	3	3	7	8
DDB_G0267520	4	2	1	1	1	1	3	0	1	0	1	2	0	5	0	0	0	1
DDB_G0267522	0	2	2	8	12	2	8	0	14	10	19	4	7	4	13	13	1	2
DDB_G0267524	688	723	400	132	56	27	46	195	1993	420	243	107	79	71	23	329	186	320
DDB_G0267526	6	25	48	63	78	21	15	3	113	114	116	66	25	23	64	171	13	8
DDB_G0267528	833	46	93	160	91	80	310	374	133	79	170	99	148	387	10	426	25	7
DDB_G0267530	3175	1836	253	344	102	81	129	2901	2705	235	376	230	236	357	49	2401	29	9
DDB_G0267532	1	13	149	313	688	266	269	0	67	153	520	639	457	378	111	291	45	34
DDB_G0267534	8	12	24	50	24	6	14	12	50	25	44	42	30	27	49	74	19	0
DDB_G0267536	549	112	182	156	41	19	119	158	257	214	167	89	70	142	24	355	23	121
DDB_G0267538	316	772	499	800	446	248	330	183	1593	626	1038	613	533	601	260	1279	68	37
DDB_G0267540	79	139	220	327	301	158	184	46	432	221	579	389	252	234	127	363	71	18
DDB_G0267542	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1
DDB_G0267544	1	11	99	141	160	83	137	0	46	88	236	158	91	109	15	13	119	33
DDB_G0267546	30	4	48	143	498	302	371	12	10	53	170	365	226	379	84	148	199	70
DDB_G0267548	93	105	101	38	34	27	39	50	204	28	75	31	55	43	60	445	9	2
DDB_G0267550	0	5	54	189	516	193	107	1	25	52	197	322	196	143	80	28	26	5
DDB_G0267552	254	151	136	272	137	98	124	150	348	169	258	218	222	216	114	162	137	43
DDB_G0267554	0	3	6	11	16	2	6	0	9	3	13	10	12	6	3	4	5	0
DDB_G0267556	44	20	162	328	341	84	104	24	58	225	461	413	175	133	233	233	21	8
DDB_G0267558	0	0	1	1	11	0	1	0	0	3	10	5	2	0	0	0	0	0
DDB_G0267560	25	25	42	67	68	32	28	44	98	28	100	71	51	53	18	24	78	19
DDB_G0267562	1	34	23	19	19	143	20	5	35	23	31	27	164	51	116	60	34	6
DDB_G0267564	12	12	11	9	8	5	4	11	31	7	17	6	11	4	3	5	11	3
DDB_G0267566	1	4	642	559	114	18	31	0	21	637	704	65	26	21	5	7	33	47
DDB_G0267568	433	503	422	439	264	311	569	221	1046	480	733	400	384	1033	494	802	54	27
DDB_G0267570	647	89	63	81	59	45	83	448	276	61	122	71	105	108	21	411	309	32
DDB_G0267572	2	3	10	11	35	11	14	1	4	8	23	13	10	7	48	25	13	3
DDB_G0267574	8	71	139	192	85	45	52	28	214	112	205	99	75	68	33	197	65	134
DDB_G0267576	1	0	7	7	15	4	4	0	3	3	7	20	4	3	38	8	0	2
DDB_G0267578	0	5	2	1	13	2	11	1	10	0	4	3	1	8	1	4	0	5
DDB_G0267580	1	0	2	4	3	4	234	0	2	0	6	1	1	110	17	8	0	1
DDB_G0267582	96	20	182	374	331	122	165	54	77	236	576	345	305	229	108	285	981	251
DDB_G0267584	29	61	176	397	451	453	288	59	153	126	410	474	724	515	344	413	240	94
DDB_G0267586	12	8	24	58	69	88	60	6	51	15	62	64	82	83	8	15	610	23
DDB_G0267588	633	665	1118	1302	677	1036	1354	455	1346	1243	1554	862	1604	2089	501	2138	78	44
DDB_G0267590	646	196	108	225	174	353	384	227	429	128	263	379	690	844	77	920	53	37
DDB_G0267592	371	19	47	174	82	91	68	188	66	26	157	93	176	100	16	76	12	5
DDB_G0267594	5	1	9	20	21	9	10	3	12	11	26	22	13	14	9	18	0	0
DDB_G0267596	53	70	111	97	96	50	41	37	120	106	117	113	94	50	82	165	25	1
DDB_G0267598	7	2	29	63	46	16	58	1	14	19	92	50	26	52	22	29	20	17
DDB_G0267600	0	0	0	0	1	0	6	0	0	0	0	0	0	13	0	0	0	0
DDB_G0267602	60	14	35	34	22	27	50	42	37	21	59	35	46	77	1	150	4	0
DDB_G0267604	90	2	24	11	4	2	6	18	14	14	17	6	7	9	0	50	0	3
DDB_G0267606	2	6	18	24	20	10	14	4	15	11	36	12	18	17	22	57	4	10
DDB_G0267608	3	1	4	13	8	0	1	1	3	3	24	8	4	5	1	11	0	0
DDB_G0267610	0	0	0	0	1	3	10	0	1	0	1	0	1	6	0	4	0	0
DDB_G0267612	5	24	31	34	23	16	13	9	83	13	38	21	27	32	0	4	0	2
DDB_G0267614	17	103	314	626	140	65	74	55	186	255	518	244	144	132	2	149	3	213
DDB_G0267616	48	19	12	17	9	3	5	25	41	15	18	8	11	11	1	60	2	0
DDB_G0267618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267620	4	17	37	202	716	1605	832	2	25	46	281	961	1936	1987	29	117	38	237
DDB_G0267622	0	4	5	11	22	19	27	0	103	11	30	16	17	15	9	36	2	7
DDB_G0267624	26	56	48	115	76	55	138	11	147	66	165	123	132	179	0	42	118	33
DDB_G0267626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
DDB_G0267628	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267630	26	25	29	55	63	28	46	15	104	36	93	69	67	71	5	61	7	2
DDB_G0267632	0	0	3	13	25	13	11	1	0	1	22	30	24	13	0	11	0	4
DDB_G0267634	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267636	90	621	1070	2093	1678	1476	2334	44	1265	1081	2844	2097	2449	3734	207	1808	246	583
DDB_G0267638	460	1452	591	554	1242	1783	1987	338	2296	538	1616	1299	1479	2797	726	2063	108	18
DDB_G0267640	89	58	24	23	16	58	654	79	87	13	35	11	93	788	14	275	2	3
DDB_G0267642	3	4	9	7	12	3	1	4	21	10	16	9	9	4	6	16	1	2
DDB_G0267644	9	32	54	62	37	19	31	5	140	41	83	58	36	33	68	50	1	4
DDB_G0267646	1	2	9	10	20	6	15	0	9	4	11	8	5	2	17	18	2	5
DDB_G0267648	19	82	72	159	310	233	135	46	124	79	143	294	204	222	124	63	547	2
DDB_G0267650	24	100	97	204	369	262	373	25	443	81	358	405	337	413	195	335	137	57
DDB_G0267652	0	30	254	199	98	31	19	1	90	283	211	162	102	45	3	3	49	7
DDB_G0267654	1	10	98	54	10	1	3	0	20	74	38	9	7	7	0	0	1	0
DDB_G0267656	14	2	5	8	5	6	2	4	9	3	20	11	12	4	5	11	3	6
DDB_G0267658	0	0	1	7	27	13	9	0	4	0	8	25	9	7	2	3	12	0
DDB_G0267660	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	1	0	0
DDB_G0267662	0	5	5	7	1	2	0	3	4	3	11	5	1	4	4	7	3	1
DDB_G0267664	132	405	420	514	319	196	170	127	1830	854	937	591	523	347	601	410	89	111
DDB_G0267666	4	12	54	500	393	184	235	4	47	68	649	588	297	293	11	391	89	1156
DDB_G0267668	5	14	111	57	84	23	17	7	100	90	140	91	41	24	40	14	357	65
DDB_G0267670	0	1	3	7	9	6	11	1	1	0	7	10	8	4	15	29	9	0
DDB_G0267672	2	0	2	1	2	1	2	1	0	1	3	1	0	3	0	0	0	0
DDB_G0267674	507	79	338	660	564	289	304	301	170	469	788	813	727	639	501	574	2165	171
DDB_G0267676	1	1	11	28	25	13	10	2	2	10	37	28	21	6	3	10	2	4
DDB_G0267678	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
DDB_G0267680	0	1	6	23	33	16	29	0	2	4	28	21	30	34	34	10	16	8
DDB_G0267682	18	33	55	34	27	9	12	17	53	35	52	19	11	29	5	59	47	7
DDB_G0267684	7	9	8	26	28	82	36	3	26	11	36	16	196	54	2	14	9	5
DDB_G0267686	577	1012	1941	2694	1660	2010	1604	311	2084	1533	4571	1606	2985	2451	642	571	788	56
DDB_G0267688	313	62	56	39	21	26	27	154	79	71	50	24	40	42	10	289	58	3
DDB_G0267690	3	12	117	354	473	28	9	0	17	208	709	526	64	22	166	75	10	0
DDB_G0267692	79	35	56	95	52	20	26	42	100	31	156	42	34	39	1	38	2	0
DDB_G0267694	1	1	0	0	2	1	2	0	4	0	1	0	0	0	2	5	0	0
DDB_G0267696	0	3	9	11	18	24	13	0	7	3	12	11	16	3	19	2	0	0
DDB_G0267698	25	9	48	56	122	67	63	8	58	70	104	108	67	78	19	17	23	6
DDB_G0267700	0	1	9	8	4	0	3	0	0	2	12	4	3	1	3	0	0	0
DDB_G0267702	0	30	16	36	53	10	8	0	78	15	65	13	1	2	5	4	0	0
DDB_G0267704	184	329	340	705	437	257	333	256	953	442	874	739	529	613	134	335	132	185
DDB_G0267706	7	29	24	93	36	22	20	11	76	15	96	62	50	31	44	47	3	7
DDB_G0267708	9	3	8	18	19	10	15	0	16	8	17	8	4	9	31	26	4	7
DDB_G0267710	8	63	189	420	558	619	665	7	159	296	784	1132	1007	1035	394	232	1700	15
DDB_G0267712	92	46	27	27	15	20	15	160	205	12	54	15	29	27	7	63	1	0
DDB_G0267714	30	113	76	102	37	42	37	63	111	67	109	79	80	131	315	430	5	2
DDB_G0267716	1	2	40	62	41	10	18	0	17	46	62	64	35	41	5	13	2	4
DDB_G0267718	13	68	81	160	99	61	93	29	225	103	225	127	122	132	18	142	186	53
DDB_G0267720	11	9	10	31	19	17	23	20	28	11	35	30	23	45	2	12	18	3
DDB_G0267722	26	19	39	58	68	28	31	18	56	33	77	65	45	40	34	100	344	78
DDB_G0267724	1	1	0	3	4	1	2	0	2	0	1	0	1	1	3	2	1	0
DDB_G0267726	3	0	1	0	0	0	0	5	1	0	0	0	0	0	1	32	6	2
DDB_G0267728	42	15	6	11	4	7	0	47	39	5	17	5	5	2	6	42	12	9
DDB_G0267730	1400	1333	3433	4410	4079	5612	6004	470	3732	3786	6334	4230	8961	8446	1371	10868	1663	1128
DDB_G0267732	341	150	356	303	313	122	106	121	298	299	445	352	168	128	58	332	114	49
DDB_G0267734	1780	576	167	158	39	45	40	1993	944	171	116	83	90	75	41	2101	82	18
DDB_G0267736	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DDB_G0267738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267740	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
DDB_G0267742	0	4	12	13	18	2	1	0	15	6	20	3	6	4	0	5	3	1
DDB_G0267744	46	21	60	106	33	21	27	60	31	39	109	19	42	31	13	110	4	6
DDB_G0267746	235	192	905	1007	1410	1583	1660	206	528	592	1160	1373	1934	1963	574	2091	624	432
DDB_G0267748	1	10	88	279	305	52	13	2	6	148	540	389	50	14	30	23	57	4
DDB_G0267750	0	1	3	13	46	4	2	1	3	1	25	29	5	2	4	2	11	3
DDB_G0267752	3	4	10	1	3	3	8	3	5	1	7	3	3	5	7	11	19	0
DDB_G0267754	4	47	131	152	86	42	61	15	101	85	143	69	61	44	20	52	10	17
DDB_G0267756	6	7	8	5	2	3	1	9	16	2	7	2	7	5	0	0	0	0
DDB_G0267758	3	3	7	12	19	2	11	9	12	11	13	18	5	11	8	9	11	0
DDB_G0267760	51	82	167	214	145	64	65	71	260	195	312	176	123	111	47	128	161	33
DDB_G0267762	1	1	2	1	0	2	2	1	3	1	2	0	0	1	0	3	0	0
DDB_G0267764	1	3	304	298	404	128	99	0	3	176	404	463	211	148	15	19	20	39
DDB_G0267766	5	4	2	5	4	3	0	0	1	2	7	0	2	1	0	6	3	0
DDB_G0267768	3	2	7	4	4	4	4	15	9	8	16	8	7	7	1	13	13	0
DDB_G0267770	2	0	3	15	30	9	19	0	3	7	13	14	14	15	1	5	4	0
DDB_G0267772	0	0	10	18	22	12	17	0	0	3	39	36	34	39	2	3	0	7
DDB_G0267774	46	21	59	103	82	79	50	32	66	69	136	127	109	90	24	100	22	54
DDB_G0267776	5308	913	1947	2925	1592	932	1054	1219	1570	2141	3226	2509	2014	1840	411	4714	152	496
DDB_G0267778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267780	1	0	0	1	2	1	2	0	0	0	3	1	0	2	3	2	0	0
DDB_G0267782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0267784	27	166	200	303	160	253	177	51	200	169	250	259	242	320	315	231	231	18
