ddb_g	bio1.hr00	bio1.hr04	bio1.hr08	bio1.hr12	bio1.hr16	bio1.hr20	bio1.hr24	bio2.hr00	bio2.hr04	bio2.hr08	bio2.hr12	bio2.hr16	bio2.hr20	bio2.hr24	bio2.prespore	bio2.prestalk	bio4.prespore	bio4.prestalk
DDB_G0270390	191	63	147	290	258	173	151	104	235	138	526	350	372	238	41	142	46	97
DDB_G0270392	17	49	94	84	51	13	20	20	132	85	119	79	28	36	4	50	86	5
DDB_G0270394	2	1	0	2	1	0	0	0	2	1	2	1	0	2	1	7	0	0
DDB_G0270396	2	3	1	3	2	2	1	1	3	2	6	5	6	6	0	10	0	1
DDB_G0270398	1067	281	762	1451	793	474	612	556	840	1041	2097	1532	1260	1246	419	1401	802	150
DDB_G0270400	33	50	44	92	52	33	20	18	86	68	124	92	43	38	191	144	26	1
DDB_G0270402	59	173	88	125	45	27	73	71	268	63	90	54	53	76	47	110	10	12
DDB_G0270404	265	117	93	72	135	80	91	231	311	65	157	150	166	136	34	835	18	28
DDB_G0270406	1	2	5	2	4	0	783	1	7	5	5	4	9	569	5	84	3	0
DDB_G0270408	122	19	10	6	10	12	6	36	39	11	17	5	10	9	1	24	3	3
DDB_G0270410	370	345	397	604	564	691	1371	311	653	482	1152	765	793	1892	725	1001	88	48
DDB_G0270412	33	38	121	131	162	72	75	17	115	106	168	150	103	91	197	144	57	10
DDB_G0270414	25	21	51	72	56	81	45	8	144	27	71	26	40	43	66	112	11	15
DDB_G0270416	15	17	35	49	71	30	22	17	42	37	62	52	19	24	42	57	10	4
DDB_G0270418	205	32	427	415	636	643	144	110	94	730	1081	585	634	424	110	220	167	1076
DDB_G0270420	143	97	114	142	76	17	28	99	311	117	184	102	41	50	51	182	40	36
DDB_G0270422	0	1	2	8	6	5	7	0	0	2	7	7	7	5	2	2	24	16
DDB_G0270424	21002	3869	666	1212	420	314	544	9723	5805	680	1065	729	1029	1081	742	8533	356	145
DDB_G0270426	0	0	41	76	198	40	26	0	1	33	179	167	51	45	35	0	39	9
DDB_G0270428	0	0	5	12	10	41	25	9	6	2	10	19	24	23	9	13	58	2
DDB_G0270430	2806	301	47	68	22	40	72	417	345	70	111	75	84	200	8	24	21	0
DDB_G0270432	63	256	385	574	555	625	643	77	953	401	918	663	971	906	323	650	157	340
DDB_G0270434	64	348	324	352	390	150	153	64	638	302	609	417	223	189	61	378	612	42
DDB_G0270436	28	96	29	48	11	2	13	27	82	15	49	25	31	16	14	289	1	3
DDB_G0270438	183	79	94	92	40	17	31	69	234	95	120	51	36	47	26	51	4	3
DDB_G0270440	0	0	0	0	1	0	1	1	0	0	0	0	0	1	3	1	2	0
DDB_G0270442	0	0	28	102	109	6	2	0	9	40	178	108	11	5	4	3	1	0
DDB_G0270444	79	38	23	48	78	37	75	42	109	22	71	68	75	77	18	261	7	5
DDB_G0270446	8	27	44	70	28	11	13	8	94	39	78	51	26	25	31	53	55	0
DDB_G0270448	0	0	0	8	8	3	2	0	0	2	10	6	2	4	13	8	31	11
DDB_G0270450	38	25	27	78	50	24	27	31	31	42	98	86	47	58	73	114	106	5
DDB_G0270452	0	1	3	16	17	10	12	1	1	1	21	15	14	11	3	4	2	1
DDB_G0270454	0	7	13	31	26	3	10	0	24	8	28	17	9	12	0	0	3	11
DDB_G0270456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270466	1	0	4	10	15	5	7	1	4	0	12	7	2	1	4	5	0	0
DDB_G0270468	0	0	4	7	2	2	1	0	2	1	0	0	0	1	1	0	28	0
DDB_G0270470	2	9	39	47	25	12	18	14	32	31	54	24	13	24	7	59	8	1
DDB_G0270472	13	35	209	310	432	586	558	20	184	153	433	410	566	593	99	286	58	42
DDB_G0270474	0	10	66	65	178	194	235	0	78	81	140	118	183	233	36	169	3	90
DDB_G0270476	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0
DDB_G0270478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270480	36	43	39	52	14	11	11	31	34	41	51	23	13	21	0	81	5	0
DDB_G0270482	51	20	24	39	18	11	23	53	43	14	42	27	26	18	3	37	2	4
DDB_G0270484	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270488	1764	1601	3195	3665	2674	3796	8061	1265	3890	3232	9080	3083	4343	12621	718	4582	2153	626
DDB_G0270490	1	0	3	1	0	0	3	2	2	0	2	0	0	1	11	1	3	0
DDB_G0270492	3	19	39	49	62	9	21	1	42	24	64	39	15	12	93	38	44	4
DDB_G0270494	0	1	0	3	1	0	0	0	2	3	4	0	1	2	0	2	1	0
DDB_G0270496	4	3	3	1	7	4	3	0	6	4	4	8	8	9	3	8	0	0
DDB_G0270498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270500	63	52	27	105	60	28	31	53	114	37	165	113	75	58	6	33	32	13
DDB_G0270502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270506	2	3	13	15	12	5	1	4	16	13	26	17	6	8	4	3	6	5
DDB_G0270508	0	2	2	2	0	4	0	0	3	3	2	1	1	0	12	10	1	2
DDB_G0270510	5	39	64	63	45	17	17	5	147	58	95	38	24	29	16	50	0	11
DDB_G0270512	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DDB_G0270514	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	140	5
DDB_G0270516	68	91	133	256	240	245	258	75	200	163	347	284	398	381	183	225	85	34
DDB_G0270518	70	528	180	130	47	65	171	95	1598	114	104	59	164	225	4	38	8	49
DDB_G0270520	0	0	0	7	105	45	38	0	0	0	21	57	22	22	0	7	1	0
DDB_G0270522	27	417	16	14	3	0	4	54	597	8	8	10	6	1	3	50	2	0
DDB_G0270524	4	45	180	94	11	3	1	3	81	41	20	1	1	4	1	6	0	2
DDB_G0270526	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
DDB_G0270528	2	2	3	4	24	12	8	1	10	0	10	11	6	10	5	9	10	0
DDB_G0270530	0	0	0	0	3	1	0	0	0	1	0	0	2	1	1	0	0	0
DDB_G0270532	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0
DDB_G0270534	0	6	3	1	4	1	1	0	13	5	10	11	1	1	0	2	1	0
DDB_G0270536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270538	24	14	67	123	155	57	119	1	37	84	123	149	94	125	142	147	22	11
DDB_G0270540	6	2	6	7	11	8	10	0	1	0	5	4	18	14	16	65	4	19
DDB_G0270542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270544	10	5	28	22	12	4	12	15	19	20	26	13	15	12	6	60	3	6
DDB_G0270548	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
DDB_G0270550	8	12	70	89	190	76	80	2	33	86	160	149	132	92	77	100	172	26
DDB_G0270552	240	82	100	151	98	57	61	132	207	113	223	162	127	122	124	263	21	43
DDB_G0270554	6	3	3	7	6	12	4	14	5	6	11	4	16	13	5	3	20	3
DDB_G0270556	17	2	4	12	27	19	19	12	0	2	9	9	27	17	40	5	11	0
DDB_G0270558	0	5	5	5	6	3	0	1	6	1	9	4	0	3	4	2	3	0
DDB_G0270560	78	118	380	477	546	502	565	68	300	386	741	533	675	816	391	832	372	40
DDB_G0270562	103	153	527	748	808	472	435	98	626	649	1133	862	729	654	214	761	1669	873
DDB_G0270564	4	4	9	15	21	54	71	6	13	6	20	5	66	87	0	11	30	7
DDB_G0270566	91	333	950	1076	506	218	363	122	974	594	786	638	513	482	66	644	16	40
DDB_G0270568	78	3	65	70	44	27	20	38	25	44	61	32	28	22	42	232	15	13
DDB_G0270570	0	3	7	14	24	11	12	0	25	6	34	22	20	19	9	12	12	6
DDB_G0270572	6	1	8	6	15	19	20	8	6	8	18	11	16	16	1	2	30	0
DDB_G0270574	0	2	1	3	4	6	10	0	3	0	5	4	5	1	0	3	0	0
DDB_G0270578	2	3	32	72	115	45	132	1	13	33	130	108	59	100	2	11	37	5
DDB_G0270580	0	0	0	0	1	5	0	1	3	0	1	0	2	0	2	2	5	0
DDB_G0270582	0	0	202	351	226	267	172	0	2	276	441	306	363	259	42	222	26	123
DDB_G0270584	10	7	5	7	11	11	24	8	7	3	3	5	12	21	2	12	0	1
DDB_G0270586	2	0	0	0	3	0	0	1	0	0	2	1	0	1	0	0	0	0
DDB_G0270588	0	1	5	21	77	65	38	0	3	5	32	39	47	46	29	4	4	3
DDB_G0270590	348	631	189	122	55	52	92	468	1171	219	228	112	122	204	51	1216	4	2
DDB_G0270592	1	3	2	1	2	1	1	0	10	0	2	3	2	2	2	12	0	0
DDB_G0270594	0	0	0	0	0	5	92	0	0	0	0	0	1	61	0	0	0	0
DDB_G0270596	4	4	13	19	17	5	5	5	16	11	22	9	8	4	21	31	0	7
DDB_G0270598	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
DDB_G0270600	0	0	4	43	64	29	31	0	0	9	52	76	55	40	4	8	100	41
DDB_G0270602	0	0	0	2	3	3	1	0	0	0	2	4	2	1	0	2	0	3
DDB_G0270604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270606	30	54	265	558	150	522	1229	57	143	242	538	222	776	1659	194	1057	174	21
DDB_G0270608	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDB_G0270610	0	6	214	257	181	114	90	0	23	213	231	161	149	159	79	112	25	29
DDB_G0270612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270614	0	0	70	12	9	0	0	0	0	58	24	14	4	1	0	1	0	0
DDB_G0270616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DDB_G0270618	11	23	45	63	78	115	151	30	60	25	56	57	152	169	14	71	33	43
DDB_G0270620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DDB_G0270622	5	4	4	6	15	86	21	6	25	9	14	16	35	30	16	50	42	17
DDB_G0270624	0	0	1	3	14	7	17	0	1	2	3	2	7	8	5	57	1	25
DDB_G0270626	93	181	362	722	528	425	424	55	689	516	1019	890	942	829	86	444	204	78
DDB_G0270628	0	0	0	0	5	10	11	0	1	0	1	1	7	7	0	0	14	0
DDB_G0270630	0	1	3	0	6	3	10	0	0	0	4	5	4	3	1	1	0	1
DDB_G0270632	3	18	27	53	37	16	24	7	63	28	61	37	21	18	15	57	2	3
DDB_G0270634	77	191	202	461	285	161	367	208	472	225	557	500	355	533	162	794	85	77
DDB_G0270636	7	8	14	33	32	23	784	2	21	5	26	21	54	912	8	94	124	18
DDB_G0270638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270640	263	547	452	575	289	231	256	311	999	518	657	444	356	396	132	939	125	123
DDB_G0270642	5	3	1	7	2	1	5	1	2	1	5	0	2	1	1	11	0	0
DDB_G0270644	0	2	3	5	4	3	2	0	2	1	3	3	3	4	0	1	0	0
DDB_G0270646	1	5	5	10	11	3	3	2	20	3	18	5	3	1	0	5	51	1
DDB_G0270648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270652	1	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
DDB_G0270654	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
DDB_G0270656	1	0	0	0	0	1	2	0	0	0	0	1	0	1	1	0	3	0
DDB_G0270658	842	345	259	877	1022	1847	1267	1622	725	426	1089	1805	3318	2940	1768	651	12454	231
DDB_G0270660	0	1	0	1	1	28	10	1	4	1	3	2	25	12	0	2	4	4
DDB_G0270662	0	2	2	1	6	126	160	0	1	0	5	7	81	136	11	101	7	75
DDB_G0270664	4	15	24	43	13	7	16	4	101	18	46	20	10	13	15	56	0	8
DDB_G0270666	29	69	191	306	209	103	138	24	203	141	498	230	193	160	27	154	43	5
DDB_G0270668	163	147	131	102	69	63	98	67	472	110	146	76	117	132	5	578	3	3
DDB_G0270670	534	2651	878	200	110	76	88	588	9202	961	237	136	195	183	4	282	65	11
DDB_G0270672	0	2	1	1	1	1	1	0	1	0	0	2	0	0	0	0	3	0
DDB_G0270674	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DDB_G0270676	1	8	14	30	36	20	24	5	11	19	50	16	41	32	29	26	0	0
DDB_G0270678	31	27	20	41	16	11	15	10	27	30	49	31	12	30	47	76	60	0
DDB_G0270680	0	0	2	0	3	0	1	0	3	1	4	1	0	0	0	3	0	0
DDB_G0270682	38	33	28	94	70	30	61	17	51	19	105	52	62	52	23	65	45	98
DDB_G0270684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270686	188	114	103	158	56	72	108	411	251	72	178	97	129	191	55	230	89	24
DDB_G0270688	0	35	265	463	400	167	227	0	119	250	650	366	199	226	224	395	20	280
DDB_G0270690	9	14	27	43	46	44	90	5	37	17	41	26	25	56	32	54	0	8
DDB_G0270692	97	98	272	327	248	157	192	60	152	258	368	331	435	458	124	257	108	110
DDB_G0270694	101	106	206	313	165	144	163	65	262	181	402	213	203	252	59	210	215	47
DDB_G0270696	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
DDB_G0270698	2	26	4	15	3	8	11	6	139	6	18	7	8	14	5	23	2	2
DDB_G0270700	38	11	27	28	20	2	4	58	37	15	33	20	7	9	0	3	1	0
DDB_G0270702	0	1	2	4	2	6	3	0	2	1	2	3	5	4	0	4	0	0
DDB_G0270704	12	16	36	19	36	18	30	34	39	17	40	16	31	36	0	41	1	0
DDB_G0270706	5	0	0	0	0	0	1	1	6	0	0	0	0	0	0	1	0	0
DDB_G0270708	23	16	51	69	56	40	60	28	73	40	107	64	82	112	1	107	23	16
DDB_G0270710	0	0	0	0	1	4	14	0	0	0	0	0	5	14	0	0	0	0
DDB_G0270714	4	2	1	0	2	8	8	11	5	2	10	2	11	10	0	2	1	0
DDB_G0270718	77	19	35	38	37	23	50	101	88	21	66	26	37	67	3	285	5	0
DDB_G0270720	0	0	2	2	0	3	6	0	0	0	1	0	9	10	0	1	0	0
DDB_G0270722	2	0	11	3	17	1280	2111	0	2	5	7	10	1213	1957	5	29	1	18
DDB_G0270724	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
DDB_G0270726	4034	1714	167	364	158	166	282	3270	4554	133	441	239	356	623	41	268	327	20
DDB_G0270728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270730	124	23	22	31	22	10	20	61	34	19	32	16	20	20	0	37	0	0
DDB_G0270732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270734	1	2	14	28	26	17	29	0	9	18	38	19	20	20	80	50	6	1
DDB_G0270736	0	1	2	23	65	73	67	0	2	1	18	53	62	74	4	11	0	18
DDB_G0270738	0	2	2	3	9	18	11	0	2	2	6	13	15	13	3	5	1	0
DDB_G0270740	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0
DDB_G0270742	160	950	336	671	622	792	870	198	1707	313	832	978	1571	1583	344	1574	757	51
DDB_G0270744	36	76	155	158	224	212	235	35	179	173	259	252	280	336	137	221	117	0
DDB_G0270746	35	220	165	158	68	22	36	25	554	187	194	82	56	63	183	240	11	4
DDB_G0270748	0	0	0	0	0	2	0	0	0	0	0	0	3	1	1	1	0	1
DDB_G0270750	43	67	919	3051	3494	4404	3161	53	145	822	2878	5125	7306	6357	1144	2641	7397	837
DDB_G0270752	37	51	30	43	17	16	10	44	152	21	46	33	18	24	11	88	9	6
DDB_G0270754	58	63	73	220	143	58	60	100	146	118	302	243	145	124	18	319	347	90
DDB_G0270756	3	90	374	1158	1073	1373	2157	5	199	327	2040	1558	1956	3065	78	1629	38	341
DDB_G0270758	1	9	20	47	30	36	60	8	50	35	54	58	59	110	29	30	1	6
DDB_G0270760	1516	1651	2424	2964	1649	1144	1410	725	2889	2444	3861	2986	2594	2701	546	2419	783	173
DDB_G0270762	2	276	1739	1573	1940	1710	1668	0	617	1243	2296	1506	2159	1906	422	1301	333	130
DDB_G0270764	6	6	35	61	78	6	10	2	24	73	143	107	18	12	17	17	1	9
DDB_G0270766	126	51	158	255	152	57	50	93	153	152	305	168	94	63	5	113	5	6
DDB_G0270768	0	0	3	0	3	138	85	0	0	1	1	1	160	100	0	0	17	1
DDB_G0270770	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270772	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0
DDB_G0270774	160	76	81	74	73	56	81	77	159	53	111	75	78	116	2	187	2	3
DDB_G0270776	150	221	287	341	444	210	232	144	626	316	497	417	335	338	203	625	173	66
DDB_G0270778	29	183	343	530	240	179	389	74	452	426	625	359	541	552	103	299	136	273
DDB_G0270780	0	0	0	2	1	2	1	0	0	0	2	0	2	3	4	0	2	0
DDB_G0270784	2076	4141	1507	1266	689	311	233	1035	10198	1895	1279	1314	779	532	610	1257	565	149
DDB_G0270786	41	25	55	79	44	15	21	38	69	49	115	55	44	33	3	8	6	0
DDB_G0270788	0	1	433	1976	1539	374	264	0	3	756	2416	1791	766	396	251	730	469	967
DDB_G0270790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270794	0	0	0	0	1	6	0	0	0	0	0	0	1	0	0	2	142	5
DDB_G0270796	0	0	2	7	2	4	1	0	0	1	7	0	1	0	0	0	41	3
DDB_G0270798	0	0	3	2	0	5	1	0	0	1	0	1	2	6	0	0	0	0
DDB_G0270800	55	21	42	44	26	5	13	29	114	52	78	60	33	34	36	39	1	4
DDB_G0270802	2	2	1	1	1	1	0	1	4	1	0	1	5	1	0	2	13	0
DDB_G0270804	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
DDB_G0270806	39	112	60	75	45	56	205	63	268	70	96	55	70	215	7	88	16	13
DDB_G0270808	116	128	338	434	310	118	150	82	335	342	590	407	289	244	98	270	320	34
DDB_G0270810	0	1	1	1	0	3	1	0	3	0	1	0	0	2	0	7	0	0
DDB_G0270812	0	0	1	1	0	0	0	0	2	1	3	0	0	0	0	0	0	0
DDB_G0270814	3	3	38	80	109	2	3	1	2	42	176	80	13	2	30	8	5	1
DDB_G0270816	88	132	312	514	357	166	199	79	338	355	627	453	375	309	307	466	349	59
DDB_G0270818	0	0	1	7	2	3	2	0	0	3	7	14	6	4	4	9	28	2
DDB_G0270820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270826	101	95	195	137	93	86	128	44	269	108	208	148	181	207	26	612	10	8
DDB_G0270828	1	2	6	8	5	3	8	1	8	2	7	2	7	3	0	11	3	2
DDB_G0270830	9	14	45	62	45	50	71	11	44	45	62	63	78	94	20	33	7	17
DDB_G0270834	623	576	216	285	110	86	277	633	1483	216	357	217	268	444	50	545	56	59
DDB_G0270836	413	695	659	1406	1245	739	657	867	1066	663	1324	1691	1529	1394	171	3243	382	2103
DDB_G0270838	247	570	597	925	2565	352	312	190	304	187	774	1000	252	126	73	32	424	27
DDB_G0270840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270848	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
DDB_G0270850	3	2	1	2	1	0	0	0	2	2	0	0	2	0	0	8	0	0
DDB_G0270852	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DDB_G0270854	7	27	37	39	61	15	32	7	60	22	70	48	30	27	10	26	42	8
DDB_G0270856	45	67	204	257	316	196	212	33	210	192	413	318	343	261	134	415	453	99
DDB_G0270858	56	401	1387	3090	2803	1991	1773	65	764	1340	3081	2750	2880	2175	1322	1375	1445	222
DDB_G0270860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270864	647	991	293	486	208	237	432	357	2856	435	740	280	344	594	389	3931	58	47
DDB_G0270866	8	20	37	76	114	55	56	3	49	25	96	96	101	84	97	72	88	34
DDB_G0270868	0	3	8	14	45	32	31	1	6	4	27	39	45	32	17	20	21	4
DDB_G0270870	255	470	292	543	720	972	764	190	918	219	791	714	1339	1229	185	708	868	255
DDB_G0270872	0	7	1	0	4	3	3	0	19	2	8	12	4	0	4	2	1	1
DDB_G0270878	0	3	191	91	200	175	109	0	7	105	109	117	144	146	4	161	1	78
DDB_G0270880	636	1269	733	718	934	1013	1681	492	2606	823	1701	1095	1206	2585	1104	2104	21	62
DDB_G0270882	3	14	29	41	51	16	16	6	59	25	54	48	36	24	94	43	8	13
DDB_G0270884	1946	2538	2418	2321	314	176	295	2015	8310	3963	2817	696	749	632	933	4157	51	171
DDB_G0270886	0	0	2	2	0	2	0	1	2	1	1	1	0	2	5	4	0	0
DDB_G0270888	2	3	6	5	6	7	6	3	7	7	12	10	10	2	6	8	0	0
DDB_G0270890	2	9	79	180	246	64	60	0	38	86	284	306	151	81	248	4	1091	26
DDB_G0270892	0	0	6	14	12	14	24	0	1	0	23	19	9	9	8	0	6	3
DDB_G0270894	10	15	18	19	31	12	8	13	52	12	41	24	16	22	112	76	38	1
DDB_G0270896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270898	32	56	60	127	100	132	163	21	126	82	206	146	205	218	24	33	30	8
DDB_G0270900	0	8	9	18	26	33	35	3	19	9	28	28	27	41	2	24	5	1
DDB_G0270902	92	254	604	928	1628	1003	1115	51	717	493	1371	1422	1411	1330	1165	777	130	12
DDB_G0270904	0	1	1	0	1	1	1	0	11	0	0	0	1	2	0	4	1	0
DDB_G0270906	0	0	0	2	3	2	0	1	0	0	4	1	2	0	0	2	0	0
DDB_G0270910	179	76	18	26	12	29	38	118	158	21	34	14	24	46	39	211	3	1
DDB_G0270912	1	0	7	137	168	352	223	0	1	12	94	97	433	247	280	62	71	57
DDB_G0270914	40	222	42	28	7	3	1	33	362	92	40	18	8	8	0	14	2	0
DDB_G0270916	3	1	0	5	3	1	2	10	7	3	1	4	2	4	1	19	0	0
DDB_G0270918	44	514	379	262	232	173	399	25	1080	460	466	282	162	400	58	273	50	47
DDB_G0270920	7	6	42	168	238	97	74	4	21	73	272	205	99	79	188	226	166	14
DDB_G0270922	197	108	27	37	29	21	21	169	295	14	40	16	13	21	1	13	2	11
DDB_G0270924	10	0	0	2	1	0	0	21	0	1	0	1	1	0	4	10	0	0
DDB_G0270926	0	0	49	49	158	110	160	0	17	35	85	103	163	168	91	92	65	101
DDB_G0270928	176	154	329	530	432	358	533	104	634	332	701	456	571	628	171	459	68	21
DDB_G0270930	0	0	0	5	10	7	10	0	2	2	0	0	4	4	2	6	0	0
DDB_G0270932	546	1585	2869	3700	2421	1710	1855	210	4488	2264	4157	3157	3056	2665	900	2656	286	856
DDB_G0270934	64	45	117	167	82	33	42	52	138	151	262	126	110	97	22	105	87	66
DDB_G0270936	14	11	65	150	216	132	74	8	66	55	214	218	183	106	35	39	325	14
DDB_G0270938	1	3	4	4	0	1	1	0	11	0	6	5	4	2	0	1	4	6
DDB_G0270940	0	3	5	6	185	283	285	1	6	5	14	45	148	174	6	16	19	177
DDB_G0270942	1	0	0	9	74	65	44	0	0	0	12	110	89	53	0	19	2	340
DDB_G0270944	4	0	0	1	0	0	1	0	0	0	1	0	0	0	3	27	0	0
DDB_G0270946	19	4	2	9	3	4	5	97	14	5	10	7	3	12	3	155	8	7
DDB_G0270948	84	92	143	230	135	36	42	24	190	159	256	180	106	106	24	69	107	34
DDB_G0270950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270958	15	0	2	3	4	1	0	1	2	0	4	2	1	0	0	1	0	0
DDB_G0270962	21	18	15	15	7	1	5	19	8	22	19	16	14	11	1	29	3	3
DDB_G0270964	146	211	188	217	77	55	41	87	349	188	222	163	125	100	9	76	120	12
DDB_G0270966	7	13	29	75	69	15	35	1	56	60	103	81	39	39	84	59	21	25
DDB_G0270968	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DDB_G0270970	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DDB_G0270972	508	600	2293	3065	1145	859	1147	577	1094	2402	3023	2537	2389	2680	728	1064	211	99
DDB_G0270974	2	0	0	0	2	14	4	0	1	3	0	2	13	11	2	14	1	17
DDB_G0270976	2	7	2	0	0	2	0	1	6	0	2	1	4	2	1	0	0	0
DDB_G0270978	144	11	42	92	60	31	96	35	54	45	113	55	47	93	52	552	398	530
DDB_G0270980	3	2	13	59	114	799	814	2	11	9	59	65	750	906	12	216	4	23
DDB_G0270982	0	13	27	34	29	8	4	2	36	20	50	13	12	6	12	11	5	0
DDB_G0270984	10706	1872	584	835	387	281	382	7469	3035	454	846	485	547	623	205	4058	319	50
DDB_G0270986	15	4	14	37	27	25	25	12	8	11	40	17	20	22	10	10	8	5
DDB_G0270988	22	59	44	72	64	61	65	7	242	63	137	62	81	68	13	50	10	10
DDB_G0270990	1906	657	1099	2112	1220	1084	1201	1413	2554	1396	2669	2355	2167	2310	746	1417	1953	210
DDB_G0270992	1004	4468	918	559	386	379	664	820	9225	1076	1287	608	449	1203	284	2956	205	103
DDB_G0270994	461	3065	994	803	625	168	145	485	10451	1212	1265	1003	461	276	106	283	1637	55
DDB_G0270996	56	81	261	571	607	449	396	61	159	220	630	579	523	499	125	167	1565	45
DDB_G0270998	1	1	8	8	22	7	7	0	0	1	11	13	10	4	0	2	2	2
DDB_G0271000	5	19	578	2714	3402	1073	644	10	35	592	6048	2918	1432	694	32	576	146	269
DDB_G0271002	7	6	35	85	107	74	100	8	34	36	107	121	106	136	60	75	119	20
DDB_G0271004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0271006	0	3	4	10	7	6	3	0	20	9	17	7	4	6	1	1	0	0
DDB_G0271008	0	0	0	1	0	1	3	0	0	0	0	1	2	6	0	0	0	0
DDB_G0271010	2	3	12	32	9	9	16	3	7	13	39	22	11	14	35	13	4	15
DDB_G0271012	1	5	11	16	20	11	4	0	23	8	22	9	1	4	3	14	0	0
DDB_G0271014	51	40	41	58	29	21	42	53	43	38	59	49	38	100	49	99	28	1
DDB_G0271016	122	134	161	180	131	77	95	150	265	158	180	150	162	128	108	455	19	27
DDB_G0271018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0271020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
