jgi_id	bio1.hr00	bio1.hr04	bio1.hr08	bio1.hr12	bio1.hr16	bio1.hr20	bio1.hr24	bio2.hr00	bio2.hr04	bio2.hr08	bio2.hr12	bio2.hr16	bio2.hr20	bio2.hr24	bio1.prespore	bio1.prestalk	bio2.prespore	bio2.prestalk
100002	20	60	99	120	202	94	103	35	78	133	151	153	137	97	238	49	330	122
100004	32	87	132	103	51	35	35	41	132	138	123	58	60	42	42	34	66	55
100012	0	1	11	423	104	16	9	0	0	17	420	113	18	4	4	11	5	50
100013	208	1634	2745	751	1235	3112	2848	321	2085	4535	984	1648	2709	4593	746	346	1022	1121
100030	114	496	592	622	941	796	688	173	712	856	713	1154	875	480	683	166	852	518
100035	27	22	26	40	31	10	10	43	32	45	62	22	15	13	12	3	20	8
100046	188	619	573	454	393	511	488	225	885	775	720	461	655	405	221	104	371	336
100047	75	110	194	243	195	133	112	143	203	345	316	223	153	107	122	16	161	72
100057	109	602	682	1016	1256	720	945	188	981	1176	1722	1536	1090	1108	1008	300	1415	1675
100058	90	276	397	416	311	204	242	189	413	725	647	271	332	272	161	150	283	565
100061	322	774	355	751	636	397	752	355	1058	656	1133	868	539	670	661	230	971	707
100067	1844	2672	1478	1044	843	295	1709	3899	3343	2699	1327	614	547	2706	1207	5029	1948	3834
100068	19	577	1275	780	1113	481	857	68	968	3093	1724	929	600	858	411	272	548	880
100069	777	318	66	176	275	334	373	981	423	160	152	586	547	796	139	471	359	1602
100074	1	25	2027	3267	2079	1243	1114	6	26	3274	4102	1978	1502	1050	1876	768	2209	2435
100077	66	143	498	1090	430	125	227	100	229	955	1748	323	150	183	206	249	335	627
100079	203	1412	4538	8443	4532	2922	3540	464	2150	12281	19176	5444	4213	4055	2760	1708	4125	6634
100080	2	4	0	8	17	9	9	1	6	1	3	21	19	11	12	0	17	0
100082	2	11	2	1151	20225	20376	12880	8	9	4	182	54640	28253	16102	13382	2814	25281	3339
100084	4	3	3	2	2	1	1	4	8	5	3	1	1	2	7	0	4	1
100086	73	102	124	235	226	162	498	76	131	259	301	317	256	493	178	18	276	78
100091	10	18	19	24	30	11	13	22	34	34	32	11	18	20	16	8	35	20
100094	0	1	0	7	1316	2426	1220	0	2	1	5	1625	2206	2050	4275	1046	7247	446
100099	23	35	28	40	33	21	31	33	40	82	53	40	44	20	39	5	52	21
100101	103	474	981	1028	1219	816	1174	213	607	1405	1387	982	1196	950	735	497	812	2111
100104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100110	9	33	73	57	107	173	344	17	31	59	32	65	206	369	83	38	94	195
100116	64	225	159	478	751	421	422	82	326	194	443	816	581	464	540	212	756	543
100117	21	440	862	1624	1567	580	644	22	562	1866	2571	1458	802	610	1070	265	1456	1468
100122	25	30	83	32	29	49	329	50	50	102	60	42	139	461	55	51	102	54
100137	0	1	18	208	156	118	97	0	5	117	394	154	149	82	55	83	55	376
100140	5	7	14	85	51	24	40	6	8	47	101	44	44	30	72	29	76	186
100146	3	40	67	214	180	92	99	3	61	93	197	208	106	65	304	12	339	29
100150	51	73	81	113	64	23	51	79	134	131	143	47	39	47	71	17	89	109
100160	0	9	20	89	93	28	26	3	17	21	106	113	43	21	104	5	110	13
100171	1	4	10	6	12	11	10	0	7	16	7	18	16	7	19	3	24	18
100174	0	0	1	88	466	264	305	0	0	0	46	493	270	317	342	91	429	526
100176	95	255	532	983	773	512	740	159	275	784	1322	748	565	817	648	450	743	1291
100178	61	191	607	455	120	61	146	146	311	2713	892	120	90	130	34	38	60	150
100179	72	97	443	910	692	418	474	135	122	562	1112	632	698	474	436	630	604	1184
10036	31	66	108	189	204	169	183	71	81	208	253	150	200	124	168	182	250	364
10143	4	0	4	1	2	2	1	11	8	1	1	0	1	3	1	3	1	2
10189	31	34	58	80	94	62	72	46	26	80	105	87	84	48	79	21	138	46
10267	18	190	409	152	100	68	113	44	397	783	253	226	101	152	55	31	74	70
10325	49	5	29	35	21	10	13	59	16	51	41	24	26	16	21	14	37	38
10349	90	176	175	111	90	52	65	214	325	407	344	64	82	83	31	44	39	166
10404	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10447	5	21	8	2	8	13	6	18	34	8	8	14	18	10	2	2	3	0
10469	228	483	779	973	795	290	276	383	792	1303	1465	657	439	360	591	435	947	1390
10471	1	1	85	97	39	18	42	12	1	395	194	46	30	36	2	5	6	7
10519	87	121	140	207	180	131	159	191	174	357	459	148	280	223	111	165	197	358
10564	13	0	21	75	75	72	81	30	10	34	51	80	77	57	75	25	107	140
10592	16	5	1	1	0	0	0	20	10	3	2	0	0	1	0	0	0	0
10607	128	486	673	779	1197	690	707	310	831	1389	1533	1184	1156	1060	505	593	861	1325
10636	70	87	117	155	148	58	50	126	144	239	252	105	78	66	80	60	107	171
10642	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
10653	0	0	101	83	115	160	216	0	0	169	100	128	211	205	86	29	122	240
10678	33	19	19	25	16	9	4	40	31	41	30	16	10	8	9	0	25	0
10699	2	5	11	0	0	1	1	2	8	8	2	0	0	0	0	0	0	0
10731	5	29	34	36	28	15	11	7	33	53	27	32	25	7	20	9	29	83
10734	13	9	8	3	3	3	0	58	16	16	11	8	4	3	1	1	1	1
10755	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10759	0	2	0	0	0	0	0	3	4	2	0	0	0	0	0	1	0	0
10848	69	27	51	104	105	70	68	95	57	84	127	128	163	68	67	26	87	195
10863	90	100	121	135	113	82	85	106	161	197	114	97	90	68	87	66	142	134
10866	10	14	5	1	1	1	0	28	9	2	0	0	0	5	6	3	5	4
10887	2	15	23	23	8	5	7	5	26	30	19	14	11	14	5	3	6	16
10890	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
10903	41	32	19	18	87	72	94	76	61	36	32	75	85	76	72	11	85	41
10979	12	21	14	25	32	20	30	17	29	44	20	34	34	23	21	5	37	32
11061	50	21	22	9	3	3	1	105	37	66	16	8	1	4	6	2	11	3
11068	1	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0
11107	35	31	26	29	38	32	33	68	57	33	17	20	30	49	74	18	96	105
11127	20508	6483	1689	704	285	290	197	23528	9456	3135	1470	292	393	578	132	1041	252	149
11134	1	6	10	12	14	6	10	3	13	35	18	5	8	5	11	2	6	13
11157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11174	18	6	8	22	5	5	2	30	14	21	15	10	2	8	13	7	8	9
11178	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
11201	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0
11209	15	55	47	32	38	72	63	23	72	60	37	45	78	70	28	12	46	11
11237	149	46	63	13	21	23	26	283	95	102	41	14	27	54	5	225	9	73
11264	1	0	1	0	0	1	0	0	2	1	1	0	0	0	0	1	0	0
11305	118	78	18	4	7	8	9	141	117	28	8	1	9	18	4	10	10	4
11322	12	18	17	19	29	32	28	19	16	23	18	15	30	34	54	4	54	7
11345	25	2	3	2	5	2	4	49	10	4	4	12	3	2	5	2	7	2
11392	6	85	90	115	279	240	292	17	97	140	198	318	345	379	385	189	533	639
11414	1	3	5	7	3	2	2	10	10	11	1	2	2	2	1	0	7	0
11430	2	1	6	114	601	522	421	5	2	14	85	2063	625	428	231	134	632	178
11435	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0
11524	30	29	42	47	27	22	18	51	67	83	51	33	23	19	26	12	40	15
11599	1	2	13	25	44	15	18	14	4	9	23	33	50	45	46	18	90	59
11664	744	452	788	1081	458	43	73	1219	692	1311	1678	290	70	97	282	114	520	511
11690	261	131	32	8	16	15	18	610	272	100	20	17	25	28	3	9	4	4
11881	45	139	94	60	41	36	30	87	206	168	94	49	42	29	38	4	51	16
11902	17	28	38	49	41	28	23	24	32	83	100	78	51	41	36	4	52	29
11971	19	28	40	23	20	8	9	55	53	56	54	28	23	10	18	7	25	5
11972	4	3	1	0	1	0	1	5	6	1	3	1	2	4	0	0	0	1
11975	23	36	62	99	43	32	45	41	74	76	161	91	77	75	41	16	58	67
12008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12010	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12023	6	34	26	96	73	51	30	7	41	36	74	76	61	23	6	6	14	14
12102	20	3	3	6	1	1	2	23	6	2	8	4	2	3	13	0	8	3
12105	7760	7732	8808	8780	24608	23581	15383	14457	12020	11550	12332	24700	31997	24256	19748	14486	36182	25099
12115	2	4	4	0	2	0	1	7	8	6	7	4	0	0	6	7	14	9
12128	1	3	5	0	3	3	3	5	7	10	4	3	1	4	1	1	2	2
12134	5	37	72	37	11	11	19	22	76	91	47	14	20	17	16	13	19	70
12191	11	26	16	9	4	5	11	22	23	16	10	8	3	10	7	0	11	13
12263	0	1	0	1	11	84	198	0	0	1	1	18	159	520	0	2	1	3
12282	11	31	72	61	38	32	22	26	46	107	114	33	58	35	21	6	58	51
12291	7	8	15	15	14	10	11	22	16	16	20	23	13	5	19	4	27	9
12292	533	373	611	458	439	540	487	1316	657	783	1038	457	1067	809	280	257	560	683
12317	23	22	18	4	3	3	7	46	84	27	16	5	5	7	1	1	4	0
12366	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
12367	0	5	19	69	102	33	61	2	2	37	59	136	56	68	110	7	125	41
12401	20	21	72	57	111	162	181	19	37	233	96	141	197	223	45	21	116	94
12491	88	8	3	18	23	18	13	121	16	5	5	24	32	27	18	32	43	139
12561	25	15	26	37	35	13	18	27	18	48	51	18	20	10	7	8	23	11
12612	135	274	319	42	15	10	16	274	380	351	86	4	17	19	3	9	7	28
12619	12	239	431	85	100	78	107	63	349	1164	111	48	69	114	49	312	55	168
12637	12	18	36	58	20	6	21	12	20	81	79	36	29	11	10	6	25	39
12667	0	0	2	4	6	2	10	2	0	2	3	4	4	10	8	1	5	3
12681	102	20	32	66	57	52	44	93	43	62	100	139	65	60	39	13	116	56
12699	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0
12703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12712	12	16	37	87	119	58	28	24	36	69	110	109	70	66	45	15	79	47
12785	1	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0
12802	18	15	3	1	5	14	21	29	32	13	3	2	21	65	8	21	4	31
12804	3183	2874	3635	4468	14244	12933	6018	5714	4595	5459	6915	15980	18283	11505	17336	5515	38259	14155
12844	3	15	5	2	9	5	9	4	12	7	4	6	10	14	11	8	18	22
13105	61	28	26	49	30	30	38	102	33	44	44	39	35	46	65	15	110	54
13118	0	2	9	3	0	0	1	0	1	6	3	0	0	0	0	0	0	0
13138	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	2
13167	25	6	12	14	26	22	17	54	13	13	26	24	33	48	24	2	45	20
13214	1	9	5	16	10	3	3	2	5	18	14	10	7	1	1	0	5	1
13262	7	14	38	56	53	43	43	12	31	59	40	38	41	65	100	19	114	66
13266	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	4	7
13300	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
13314	46	24	30	51	90	69	55	48	21	29	55	60	89	89	53	35	106	185
13347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13362	13	28	27	41	36	13	21	17	40	67	72	38	24	13	56	54	73	109
13370	27	67	66	26	35	18	18	47	108	101	53	44	16	30	3	11	17	5
13388	8	32	15	14	36	12	15	10	32	7	20	12	10	6	79	23	122	12
13409	42	4	2	4	5	0	3	47	7	19	2	7	3	2	2	1	8	3
13427	0	0	2	1	1	1	1	1	0	0	2	0	3	1	2	0	0	1
13442	4	12	14	15	10	12	16	7	19	16	4	16	21	29	18	2	28	24
13462	567	420	523	512	1374	1221	574	353	177	195	185	530	419	546	312	294	746	328
13500	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
13521	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
13528	7	39	40	88	92	44	40	17	52	144	164	67	67	52	27	12	63	50
13537	6	5	3	0	2	0	0	5	11	1	2	0	0	0	0	0	0	0
13540	2	0	0	2	3	0	0	6	4	1	1	1	2	3	0	1	0	0
13560	10	33	22	29	32	12	9	24	50	48	44	18	7	19	6	5	16	25
13578	0	3	0	2	2	8	3	1	7	6	1	9	6	4	11	4	10	10
13641	2	0	0	0	3	1	0	3	2	3	3	2	0	4	4	1	1	0
13646	2	2	0	0	0	0	0	2	0	2	1	0	0	0	7	0	5	1
13655	0	0	1	1	1	1	2	1	0	2	2	4	2	1	1	0	0	1
13661	65	61	58	40	164	103	311	98	80	69	26	141	180	609	161	15	279	60
13673	20	1	1	5	1	6	2	13	2	1	4	0	8	3	24	0	23	1
13674	40	56	16	11	19	40	44	71	79	62	14	21	58	70	29	7	53	10
13692	0	2	0	30	38	13	4	0	0	2	18	35	16	10	40	2	45	7
13707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
13730	0	5	69	142	153	135	127	3	9	152	179	159	209	174	103	39	206	305
13745	7	23	24	16	31	8	17	13	31	26	10	44	18	19	14	6	27	10
13763	0	0	2	3	3	2	1	0	3	4	10	4	4	7	7	1	10	0
13772	0	0	0	1	12	19	16	0	0	0	0	10	17	21	8	1	4	0
13792	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
13832	3	5	0	0	0	0	0	2	8	2	0	1	2	1	1	3	1	3
13859	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
13870	25	14	18	35	16	11	11	49	20	38	21	27	12	15	30	2	30	16
13877	4781	5798	7597	5989	16710	15583	12864	3014	2834	2786	3181	3766	5270	3292	2559	890	3081	1652
13896	5	1	6	30	49	65	83	10	7	15	19	69	49	84	29	24	40	69
13914	35	29	18	11	8	1	1	82	60	15	17	5	7	4	1	1	3	3
13929	42	40	40	34	75	67	56	81	64	101	91	101	80	97	53	30	115	84
13956	27	62	102	179	148	179	182	33	59	175	285	237	236	238	64	37	107	148
13968	161	109	51	44	98	93	52	261	148	84	50	121	115	119	38	26	121	69
13980	1	11	10	50	160	86	51	12	21	50	40	229	70	41	81	7	127	35
13981	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
14027	0	3	12	2	6	0	6	0	7	24	5	3	2	6	5	0	1	4
14102	120	184	97	73	268	287	425	304	264	73	81	238	459	640	180	179	368	449
14104	7	25	36	52	58	34	30	8	50	125	94	52	73	53	37	18	46	38
14225	4	5	3	16	29	14	24	21	23	10	13	20	33	15	11	4	19	13
14334	39	433	332	2357	2437	1337	1925	109	522	517	2105	3057	1314	1080	1530	948	1943	4532
14379	64	79	28	10	3	2	5	71	111	54	16	6	6	7	1	2	0	0
14407	391	2133	609	95	191	387	524	736	2965	1052	183	320	489	416	170	46	223	74
14576	0	0	0	4	1	3	0	1	1	1	5	6	8	6	9	0	20	1
14599	31	110	143	71	17	5	9	51	210	275	209	24	11	16	6	14	10	17
14626	37	80	59	100	158	84	62	85	142	173	116	177	78	49	82	14	116	14
146457	10	12	4	2	7	5	19	9	25	18	9	6	7	25	8	0	4	6
146461	14	29	38	22	10	12	3	15	48	86	35	6	1	11	3	0	4	2
146468	16	4	10	13	32	21	15	35	9	9	17	41	40	15	44	3	52	5
146472	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
146475	1	10	14	15	1	2	3	3	30	42	33	16	7	7	1	0	0	6
146480	195	62	38	17	10	20	18	183	144	26	30	15	12	23	6	17	16	10
146481	19	41	20	15	8	1	6	32	67	59	27	10	3	3	1	1	0	1
146482	31	71	60	41	6	0	4	42	107	127	78	8	2	7	1	0	0	0
146484	15	15	31	41	15	5	7	18	39	41	29	15	4	0	19	3	22	5
146490	1	4	2	0	0	0	0	4	6	2	0	1	0	0	0	1	1	1
146497	5	71	17	3	1	0	0	8	172	19	4	3	2	1	0	0	1	0
146500	46	68	23	5	10	7	27	156	91	23	7	6	4	31	1	9	2	0
146501	0	0	0	0	1	0	0	0	2	1	2	0	1	1	1	1	0	1
146503	154	204	244	293	448	323	249	223	259	287	391	377	360	236	605	145	770	183
146505	170	232	67	13	27	131	77	293	411	113	34	44	154	80	61	25	102	52
146507	112	452	553	764	625	527	533	195	579	933	1231	981	806	449	551	99	665	507
146509	0	0	24	13	49	47	51	0	1	11	21	57	67	69	69	146	146	74
146515	0	2	0	0	0	0	1	1	1	1	0	0	2	1	1	0	1	1
146516	61	108	95	39	20	14	36	95	138	172	151	49	49	41	29	14	59	58
146517	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
146518	0	1	0	3	1	0	1	0	2	6	10	2	1	2	0	1	0	0
146519	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146520	41	152	70	16	10	15	28	101	229	76	19	10	38	38	1	3	4	12
146524	133	1397	41	10	6	11	15	150	3110	131	24	4	20	13	8	6	11	9
146525	3	54	1	1	0	0	1	6	116	6	0	0	0	0	1	0	0	3
146526	29	39	2	3	0	0	1	69	69	14	4	0	4	8	1	11	1	9
146532	42	213	386	287	279	201	224	103	239	391	323	164	313	289	257	221	345	326
146538	0	1	16	234	47	3	16	1	2	10	166	35	4	8	12	17	33	32
146540	4	9	27	31	18	5	10	4	25	43	32	12	4	4	2	1	4	2
146542	11	16	10	8	4	7	7	16	28	27	17	11	9	8	2	1	1	0
146543	27	86	11	4	4	11	9	54	145	26	6	9	8	8	8	1	3	3
146552	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
146553	5	114	23	1	2	2	1	9	167	36	6	2	2	2	0	0	0	0
146554	0	4	1	0	0	2	1	1	16	3	1	0	1	1	0	0	0	0
146557	10	69	24	12	1	1	0	13	170	67	36	5	9	7	1	0	8	8
146559	13	19	7	2	10	9	14	7	44	10	2	11	10	10	4	1	5	1
146560	0	1	2	0	1	0	2	5	5	1	0	0	1	0	0	1	2	1
146567	22	3	6	1	2	3	0	36	10	4	4	4	5	5	0	3	4	4
146568	237	273	549	555	348	296	349	392	433	617	824	323	500	313	223	127	304	305
146570	16	18	15	16	10	25	17	32	34	30	14	27	18	24	97	5	112	25
146576	95	155	313	59	24	8	15	182	232	390	78	19	19	9	6	12	15	7
146582	45	41	93	75	108	181	179	118	68	118	116	118	318	220	54	19	104	30
146583	3	17	99	81	34	11	18	3	24	197	125	16	13	13	6	4	12	12
146586	10	5	2	0	0	2	3	17	14	0	1	0	2	3	9	3	0	3
146587	1	8	2	1	0	2	2	5	14	5	3	1	2	3	3	6	3	3
146591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146592	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
146595	2	12	9	2	2	0	2	1	11	10	0	2	1	2	6	3	3	6
146598	0	0	0	4	111	67	49	0	0	0	1	87	38	48	202	13	233	16
146599	1	19	88	82	44	22	40	1	19	128	107	34	32	35	18	15	19	40
146605	89	312	157	62	90	81	99	146	516	266	82	74	131	97	87	71	152	264
146606	4	1	4	2	10	26	29	6	6	1	0	16	16	4	43	14	49	6
146609	363	41	80	152	151	52	101	419	169	138	288	77	94	82	17	73	44	116
146611	5	47	11	2	6	10	46	18	71	12	5	4	1	58	7	12	7	5
146619	138	208	351	527	1342	873	868	230	305	191	550	1454	1068	1036	685	289	1105	1326
146624	142	280	264	208	173	197	235	240	537	445	318	358	368	207	147	116	215	289
146630	0	0	0	0	0	0	327	0	0	1	0	1	1	579	2	0	2	0
146631	47	13	7	23	34	25	38	72	19	16	28	34	67	92	85	9	139	24
146635	117	641	352	214	288	211	208	152	987	592	265	353	257	200	100	53	174	174
146637	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
146642	0	0	1	0	1	0	4	0	1	1	0	0	0	1	1	0	1	2
146650	83	407	461	691	434	466	657	102	559	561	1080	941	902	650	611	276	792	369
146659	11	124	95	89	32	5	13	35	138	199	116	30	6	11	11	3	15	7
146663	61	15	4	4	1	0	3	92	26	8	5	4	5	7	2	5	4	1
146665	15	11	9	18	56	37	39	16	16	8	21	41	42	29	79	13	81	13
146669	1	6	434	3101	4756	5885	3770	1	5	369	4318	6004	7508	7920	4182	749	8379	2984
146670	86	618	534	758	1144	718	758	126	836	779	1011	1048	788	562	562	141	847	483
146671	16	64	308	378	252	187	194	15	81	235	478	225	214	173	118	82	162	175
146674	1	0	0	0	0	1	3	1	0	0	1	1	2	2	2	1	1	2
146675	13	20	17	19	37	15	38	26	52	27	35	39	34	27	41	15	62	148
146676	58	233	51	4	3	6	4	92	387	71	8	3	10	12	5	6	3	7
146678	33	932	2874	2769	2534	1183	1390	58	1281	5658	4542	2929	1479	1148	1179	271	1967	1301
146682	0	0	1	1	4	4	3	3	1	1	1	1	3	4	3	2	13	3
146684	0	1	0	1	1	0	0	0	0	0	4	0	0	2	4	5	5	4
146686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146688	12	105	111	110	52	14	36	52	155	197	132	73	26	22	31	9	36	11
146689	252	528	272	72	18	10	8	263	574	412	180	11	9	14	17	8	26	21
146694	0	0	0	1	0	0	0	1	1	1	0	2	0	2	1	0	0	0
146695	124	44	15	16	18	7	15	183	68	39	15	16	12	10	31	3	32	8
146703	45	103	427	108	178	181	227	140	227	160	157	191	315	283	97	88	200	277
146705	2	29	33	7	14	20	21	1	30	46	16	17	34	32	16	13	25	13
146707	0	1	3	30	31	23	50	0	1	8	21	32	27	49	75	1	88	19
146712	14	5	8	4	13	12	11	22	9	11	3	7	16	13	13	19	20	43
146713	14	3	6	0	4	2	1	17	8	2	0	1	2	4	7	2	9	6
146715	0	0	0	0	0	4	14	2	0	0	2	1	5	15	0	0	1	0
146718	174	151	344	91	72	54	52	372	240	441	219	90	101	84	41	24	74	30
146727	114	130	105	55	52	44	27	176	198	205	75	77	52	46	61	24	65	32
146729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146731	30	59	28	3	6	3	6	66	96	51	16	4	6	13	6	0	1	3
146734	1	15	6	2	5	1	4	1	28	26	1	5	11	15	10	2	14	38
146739	1	3	9	18	131	89	94	4	3	4	13	125	174	173	136	11	317	37
146743	816	76	40	20	9	7	9	1166	135	81	37	6	11	15	1	9	4	7
146753	24	94	26	8	17	7	18	32	222	52	28	21	16	9	5	17	10	27
146755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146757	0	4	0	0	0	0	0	2	1	0	0	4	1	0	1	0	1	0
146760	65	58	65	67	84	21	29	151	96	107	68	64	27	12	35	8	40	19
146763	451	244	329	439	307	131	100	805	491	658	806	265	140	166	166	144	267	723
146768	75	217	201	205	300	211	164	108	366	350	275	374	321	152	144	83	251	367
146769	53	7	13	8	9	10	3	76	22	23	8	12	13	10	4	5	8	12
146772	94	81	36	34	46	16	15	179	147	49	38	47	23	20	31	51	43	82
146775	40	19	28	64	40	35	24	38	24	43	44	30	47	23	55	20	104	64
146788	398	1215	360	83	77	74	71	704	2119	627	149	74	116	90	45	83	67	94
146789	12	26	30	51	42	19	30	22	30	44	72	20	20	15	44	13	21	21
146790	0	1	2	0	0	0	0	1	4	10	2	3	2	4	0	1	0	0
146797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146801	0	0	0	0	0	2	0	0	1	2	1	0	1	0	0	0	0	0
146802	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
146808	598	737	590	662	997	1162	1089	955	942	742	727	1065	1390	951	1123	396	1491	1391
146813	60	193	296	324	443	161	186	120	261	434	551	383	243	139	228	92	333	137
146816	123	166	105	111	68	45	52	254	266	280	176	68	73	41	57	204	68	77
146818	42	31	50	10	12	7	11	105	47	37	26	10	15	26	5	4	11	4
146821	64	39	31	12	3	1	4	105	154	78	11	1	1	9	1	3	2	5
146827	0	3	3	0	0	0	2	0	2	8	2	0	1	2	0	1	0	0
146833	4	12	20	25	37	16	15	8	11	64	23	27	17	14	11	3	20	19
146841	415	528	466	630	805	731	507	690	746	748	666	717	933	595	452	350	1033	516
146844	285	869	3002	1253	887	804	1080	413	1215	4022	1933	1030	1169	852	523	705	639	2830
146847	15	19	16	19	38	31	20	25	29	26	27	32	43	22	49	11	44	38
146850	0	5	34	17	9	1	2	0	3	66	27	3	5	2	3	2	11	22
146855	387	270	106	100	85	42	50	531	452	177	101	61	65	85	73	41	100	266
146856	0	2	4	42	50	9	16	2	2	8	50	35	16	10	4	11	16	82
146859	7	6	3	5	4	4	1	13	6	8	15	3	1	4	2	4	0	1
146866	0	19	16	7	14	9	7	1	28	24	9	15	8	13	10	3	6	3
146874	44	70	79	75	112	54	71	54	42	27	34	19	8	36	14	1	16	14
146875	15	0	6	1	0	0	4	66	0	0	3	0	1	22	1	20	4	20
146877	0	0	0	1	9	5	55	0	1	0	0	7	10	81	10	1	21	1
146878	34	10	17	30	95	78	90	42	15	15	31	92	119	180	56	25	76	14
146888	2566	565	414	234	370	196	161	3444	981	884	463	390	231	253	159	61	335	84
146891	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
146892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146893	0	1	0	0	0	0	0	0	0	0	3	0	0	0	2	0	3	2
146905	4	1	0	0	0	0	0	2	4	1	0	0	0	0	11	0	16	3
146906	17	57	69	190	211	87	71	37	86	149	284	206	118	102	192	28	292	61
146909	18	31	5	1	0	2	0	38	51	13	1	0	3	2	1	1	1	0
146910	78	35	78	0	0	0	0	138	44	7	3	0	0	3	1	4	1	0
146922	4	14	13	6	5	2	6	8	9	11	16	9	5	9	51	25	52	26
146927	56	336	167	10	10	21	23	145	598	110	17	14	23	35	7	62	13	54
146930	23	61	58	41	38	7	15	23	80	150	57	26	20	25	4	18	20	14
146951	206	191	56	11	13	31	15	415	434	99	36	19	20	61	30	16	52	76
146953	7	31	24	2	5	3	5	9	14	14	15	3	2	4	2	1	2	2
146955	5	383	54	28	7	10	13	15	605	65	29	14	12	19	2	1	2	2
146956	4	99	7	6	3	1	1	1	121	11	4	1	3	2	0	0	1	1
146960	21	3	7	6	11	3	6	51	14	9	10	13	8	12	6	10	16	12
146963	0	0	0	0	1	0	2	0	0	0	0	2	5	5	0	0	5	1
146965	1450	916	125	32	34	21	22	2985	1586	334	72	25	53	64	0	32	9	20
146978	343	887	1108	1500	1077	612	495	669	1227	2236	2776	1170	1051	696	856	215	1368	418
146982	173	302	114	91	231	149	202	345	466	183	90	204	271	263	134	68	225	362
146986	103	106	16	7	8	55	40	181	224	46	19	12	72	155	14	17	15	16
146993	48	80	134	206	209	157	111	82	114	249	278	215	157	119	80	24	118	50
146994	25	41	26	2	2	18	12	28	59	35	5	8	22	21	3	2	3	1
146999	121	48	72	40	31	25	30	249	170	194	99	30	63	58	29	4	41	37
147000	85	363	339	347	241	149	196	130	487	618	665	393	268	191	172	110	257	146
147006	21	15	7	5	4	4	0	34	18	17	9	0	3	3	1	0	0	1
147008	97	5772	20488	7230	388	271	1290	303	9994	32916	12715	292	269	1067	77	98	112	149
147009	409	999	1170	1876	1861	1593	1781	521	1425	1759	2075	2608	2411	1335	1230	523	1711	3076
147016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147031	150	959	1016	1488	1398	828	797	257	1464	2447	2260	1782	1995	1150	695	153	1204	1075
147033	913	822	563	777	1438	1310	1112	1444	1374	1100	1118	1868	2108	1481	1494	630	2896	1931
147037	359	112	83	84	88	32	49	587	270	211	137	79	57	70	36	7	80	48
