jgi_id	bio1.hr00	bio1.hr04	bio1.hr08	bio1.hr12	bio1.hr16	bio1.hr20	bio1.hr24	bio2.hr00	bio2.hr04	bio2.hr08	bio2.hr12	bio2.hr16	bio2.hr20	bio2.hr24	bio1.prespore	bio1.prestalk	bio2.prespore	bio2.prestalk
53337	54.7752786030056	68.9196050667175	76.6233701242093	90.9966448381745	56.8257936823734	66.6281877779716	81.1971153362534	61.9459303427931	77.0288526170192	80.0451062945095	65.7547718791863	65.8020323424763	73.5931597223775	66.4458685155277	108.438413293021	105.799671375847	75.7104933093777	247.201321650685
53342	0	1.87400134847349	6.84203019265786	22.5656234522846	32.1102950468642	15.1691084836855	3532.31854800695	0	1.21513028332954	7.79129713261037	13.0897329914555	21.2014259908363	55.2298229178828	4897.73932508632	31.2449665420568	27.0650322124259	34.5150778322163	18.1344598894325
53355	43332.9910525288	5757.64262350977	2232.54433424126	701.891822227028	516.210595548198	669.550314800529	197.742464310296	33391.6689666865	6014.63899290456	1929.84994630625	798.672292119315	289.170983414456	338.89677904318	622.104958706282	150.711015085215	152.548363379128	169.235220338609	39.1322555508806
53408	33812.1389245675	6389.64376696083	2381.71891688795	806.857495444845	806.733455965866	890.071561364013	433.028054394526	28636.1108085497	7228.50238731209	3176.88559987055	942.127609265832	500.867985444543	757.55439667603	841.293556089441	413.536321880164	932.513382591764	493.231596118446	114.533430880626
53413	66.6334039863597	61.3698504388677	85.645703820174	64.4942860438358	46.2843905158281	57.8346582602893	197.541458588172	78.8848777832192	44.9016981500563	105.560863221215	41.9284228964383	33.324047521175	77.5750601434856	145.692475915705	446.619227630577	743.058157104783	339.583830284709	597.482731093933
53427	1079.87649671721	826.130728150691	496.269287920019	392.206417787276	524.758517097915	540.820065234136	427.151050053178	1081.6650186838	906.232257480514	612.380797282138	453.704362525606	424.328388444985	594.425034671001	464.420337185738	669.009871841687	836.555541111345	869.557283450352	1211.19103156262
53435	582.87350102287	493.664927810973	244.419642553289	143.502848555651	504.717183543738	539.302775131126	376.559758998748	554.29196548462	505.558390496948	294.572656249126	120.933096060919	436.238839348662	686.750210486007	360.912798385776	562.409397757023	1382.77710030758	764.898660346212	1587.24246295401
53438	705.244993359967	219.760640610557	170.613419320374	40.0431003505361	241.587257441426	328.963576369913	309.047673337661	845.480802105365	199.348708649635	85.5611520359282	47.4841278448143	170.15003842709	373.060124159261	219.805008194108	487.053890214415	1176.0986725036	362.965012042016	1924.16163879452
53443	92.410295411012	366.572023868917	793.561739375987	1059.43860106666	1633.60227136995	1532.16864888064	1157.03945772919	110.017205342283	382.276812210742	907.982934047432	1139.48635259382	1657.64796516067	1460.85724007737	948.45646537806	2402.18654532166	1328.64703588273	2135.48126716745	4190.01467971624
53490	1.36634321814231	21.5800662130386	266.383250556615	1077.31337011464	1027.12823818876	733.05837775802	611.054642241347	0.880604521857754	16.3249743613721	131.513671903133	802.722870366962	1035.04410674299	629.854215231674	597.983798867431	1054.97710559651	1611.59964537627	1114.50299709834	3335.78617439824
